application_id,candidate_id,job_id,channel,application_date,resume_score
153162,312,8075,Naukri,2019-01-15 06:19:21,4.14
18429,74344,9094,LinkedIn,2019-01-15 06:29:34,52.7
373768,33273,5225,Naukri,2019-01-15 06:29:39,3.22
311352,58141,4592,LinkedIn,2019-01-15 06:30:53,16.0
211945,58272,4826,Naukri,2019-01-15 06:42:25,49.39
146683,30141,8080,Indeed,2019-01-15 06:48:08,0.86
326675,9696,2709,LinkedIn,2019-01-15 06:55:27,7.36
107440,10138,4195,Indeed,2019-01-15 06:57:38,97.63
48841,31951,1593,Naukri,2019-01-15 06:58:53,53.5
46818,10723,3623,LinkedIn,2019-01-15 07:03:34,1.46
69809,96081,7196,Indeed,2019-01-15 07:10:58,91.0
120687,27405,5056,Naukri,2019-01-15 07:16:39,72.95
151757,23847,2847,Campus,2019-01-15 07:35:42,21.29
75909,11175,2580,Agency,2019-01-15 07:43:17,46.32
204184,55404,4582,Indeed,2019-01-15 07:48:27,60.36
74459,2415,8943,Indeed,2019-01-15 07:57:26,22.73
70793,9743,5899,LinkedIn,2019-01-15 08:19:24,56.69
170130,5520,5433,Indeed,2019-01-15 08:23:14,21.1
185769,86565,1903,Indeed,2019-01-15 08:25:22,62.1
257206,55075,6348,LinkedIn,2019-01-15 08:35:24,60.52
184808,62130,2755,Agency,2019-01-15 08:38:51,90.67
138591,63949,1788,Indeed,2019-01-15 08:40:08,98.53
273429,48971,9657,Indeed,2019-01-15 08:42:59,9.82
261660,28311,3445,LinkedIn,2019-01-15 08:55:33,17.55
270416,77624,2775,LinkedIn,2019-01-15 08:59:53,16.99
277738,15775,9059,Naukri,2019-01-15 09:00:04,33.67
360008,23277,561,LinkedIn,2019-01-15 09:04:45,67.65
297626,99296,5559,LinkedIn,2019-01-15 09:13:02,20.05
82720,36575,7611,LinkedIn,2019-01-15 09:28:44,88.22
49943,36813,9790,LinkedIn,2019-01-15 09:49:14,64.49
72327,20525,5095,LinkedIn,2019-01-15 10:01:44,77.43
113760,11417,8902,Naukri,2019-01-15 10:06:51,79.6
109068,50788,3704,Indeed,2019-01-15 10:08:58,93.22
293324,58636,4403,Agency,2019-01-15 10:20:58,30.66
18590,39982,2672,Indeed,2019-01-15 10:22:50,88.0
368897,94699,5818,Naukri,2019-01-15 10:24:39,17.93
177521,982,4339,LinkedIn,2019-01-15 10:58:14,63.42
353207,37867,8106,Twitter,2019-01-15 11:01:59,49.54
252761,13740,4321,Indeed,2019-01-15 11:07:39,19.45
82918,22880,9391,LinkedIn,2019-01-15 11:13:51,54.8
254038,69044,6983,LinkedIn,2019-01-15 11:20:53,25.97
106426,52066,7844,Campus,2019-01-15 11:23:36,39.32
51048,91153,2950,Referral,2019-01-15 11:41:53,48.92
29142,75820,8124,Referral,2019-01-15 11:47:25,61.18
209533,48711,6857,LinkedIn,2019-01-15 11:55:24,40.34
329844,78304,6924,LinkedIn,2019-01-15 12:07:29,76.65
241259,8533,5458,LinkedIn,2019-01-15 12:21:22,77.03
242552,5220,1957,LinkedIn,2019-01-15 12:24:41,56.0
111897,76060,1495,LinkedIn,2019-01-15 12:25:07,52.45
275675,38405,5520,Agency,2019-01-15 12:37:06,35.89
161130,51221,1902,LinkedIn,2019-01-15 12:43:52,58.36
224509,98995,3234,LinkedIn,2019-01-15 12:46:24,19.92
115427,13901,6190,Indeed,2019-01-15 12:53:36,44.43
68,68053,2629,Kaggle,2019-01-15 12:55:40,33.17
202860,50734,8792,Indeed,2019-01-15 12:57:26,92.29
69225,49565,5980,Referral,2019-01-15 13:15:25,95.19
206438,35386,639,Kaggle,2019-01-15 13:16:51,27.47
94155,67072,6288,LinkedIn,2019-01-15 13:23:09,50.26
342145,25116,238,LinkedIn,2019-01-15 13:24:12,96.92
10870,15320,1462,LinkedIn,2019-01-15 13:52:55,63.47
195774,67407,2928,LinkedIn,2019-01-15 14:04:59,27.52
309327,36407,9838,Naukri,2019-01-15 14:11:44,95.81
16576,19841,4340,LinkedIn,2019-01-15 14:19:03,60.56
142993,13585,1897,Indeed,2019-01-15 14:27:58,33.95
296785,69245,9427,LinkedIn,2019-01-15 14:33:30,96.01
52810,72566,2179,Company Site,2019-01-15 14:37:05,65.86
390802,74873,1860,Naukri,2019-01-15 14:51:34,47.6
335087,96165,4772,Naukri,2019-01-15 15:11:33,13.56
351679,78129,4904,LinkedIn,2019-01-15 15:21:02,28.54
311052,35334,3933,LinkedIn,2019-01-15 15:27:25,99.27
42070,60143,7694,Indeed,2019-01-15 15:37:38,6.89
240716,84887,3289,Indeed,2019-01-15 15:52:55,42.65
308016,80546,9766,Naukri,2019-01-15 16:09:27,6.78
44232,59759,6277,Referral,2019-01-15 16:16:33,61.34
71219,56936,7314,Naukri,2019-01-15 16:44:52,55.75
328863,6036,9782,LinkedIn,2019-01-15 17:23:06,9.47
73496,82586,5295,LinkedIn,2019-01-15 17:41:22,59.62
363026,67917,396,LinkedIn,2019-01-15 17:48:49,70.93
12810,53586,6908,Company Site,2019-01-15 17:58:24,13.23
138994,29361,2392,LinkedIn,2019-01-15 17:59:39,32.1
391674,93987,9438,LinkedIn,2019-01-15 18:01:27,9.66
283863,96359,5523,LinkedIn,2019-01-15 18:03:37,90.25
303882,98131,9710,Indeed,2019-01-15 18:13:53,49.03
99627,12925,5227,LinkedIn,2019-01-15 18:16:28,35.53
33601,11370,3445,LinkedIn,2019-01-15 18:26:06,29.13
297394,96824,5973,LinkedIn,2019-01-15 18:26:14,42.53
162069,28346,4399,Agency,2019-01-15 18:31:47,95.55
373099,4754,4494,Naukri,2019-01-15 18:35:00,61.02
307510,39318,1394,Referral,2019-01-15 18:46:28,4.07
372358,41503,2455,LinkedIn,2019-01-15 18:48:15,17.85
25686,10205,5175,LinkedIn,2019-01-15 18:48:42,6.8
395501,61144,5248,LinkedIn,2019-01-15 18:50:00,94.16
336048,62145,1949,LinkedIn,2019-01-15 19:00:03,21.96
170649,20460,8237,LinkedIn,2019-01-15 19:29:22,60.26
373742,75988,9419,LinkedIn,2019-01-15 19:38:59,25.97
323932,32766,481,Indeed,2019-01-15 19:41:25,15.61
362262,10291,8013,Agency,2019-01-15 19:45:52,44.04
346832,5731,6167,Agency,2019-01-15 20:07:56,86.65
371152,44216,3831,Indeed,2019-01-15 20:08:06,72.43
349866,89930,6053,LinkedIn,2019-01-15 20:09:42,32.09
158366,48941,6416,LinkedIn,2019-01-15 20:15:22,92.78
29122,83289,3113,Indeed,2019-01-15 20:25:06,25.23
208397,71269,8994,LinkedIn,2019-01-15 20:28:15,86.2
205386,58788,5898,LinkedIn,2019-01-15 20:46:00,35.89
336587,28080,1462,Naukri,2019-01-15 20:46:42,40.89
113880,20332,9375,Indeed,2019-01-15 20:51:09,55.57
253734,19452,9268,Indeed,2019-01-15 21:04:48,13.02
192394,41384,9587,Indeed,2019-01-15 21:05:05,57.96
240824,30800,9811,LinkedIn,2019-01-15 21:16:35,18.85
127595,94087,9334,Referral,2019-01-15 21:18:23,78.1
136999,7287,1008,LinkedIn,2019-01-15 21:22:44,40.19
33658,65751,3401,Naukri,2019-01-15 21:41:19,42.29
224807,92799,6759,Indeed,2019-01-15 21:48:04,2.65
347801,81498,9749,LinkedIn,2019-01-15 21:49:41,87.19
217800,1339,6137,LinkedIn,2019-01-15 21:56:00,59.26
399429,92217,5993,Naukri,2019-01-15 22:19:21,7.58
380912,33807,8706,LinkedIn,2019-01-15 22:20:18,59.84
274800,95051,8512,Referral,2019-01-15 22:22:01,63.44
213838,64167,6288,LinkedIn,2019-01-15 22:25:14,84.44
371156,76756,9635,Naukri,2019-01-15 22:39:13,55.81
96829,49687,10000,Campus,2019-01-15 22:44:26,49.59
102092,60239,5285,LinkedIn,2019-01-15 22:48:29,43.14
74575,34579,9779,Indeed,2019-01-15 22:49:47,64.05
88747,90289,9061,Naukri,2019-01-15 22:50:11,50.37
274749,1671,6641,Referral,2019-01-15 23:25:04,88.32
40338,80665,952,LinkedIn,2019-01-15 23:30:24,20.4
147569,18648,6143,Referral,2019-01-15 23:34:32,30.57
65927,41812,3358,Naukri,2019-01-15 23:36:14,73.09
90229,97829,2366,LinkedIn,2019-01-15 23:56:55,20.43
34536,84658,1907,Naukri,2019-01-15 23:58:48,96.75
342243,27691,3289,Naukri,2019-01-16 00:32:48,47.1
76285,13088,7271,LinkedIn,2019-01-16 00:35:01,37.89
193712,49220,8647,Referral,2019-01-16 00:40:09,16.64
110943,54024,6425,Indeed,2019-01-16 00:42:27,92.88
228523,19501,1265,Referral,2019-01-16 00:46:28,17.83
136331,82713,586,LinkedIn,2019-01-16 00:47:46,17.98
8827,43604,3100,Indeed,2019-01-16 00:51:14,19.19
259718,98680,9703,LinkedIn,2019-01-16 00:57:17,98.83
116217,26877,9875,Naukri,2019-01-16 01:06:30,21.87
109886,79703,5825,Twitter,2019-01-16 01:06:35,84.44
308832,53622,2641,Referral,2019-01-16 01:19:21,0.94
174625,54361,8550,Indeed,2019-01-16 01:27:41,98.32
177542,24018,3490,Company Site,2019-01-16 01:36:21,9.07
122146,39755,2003,Company Site,2019-01-16 01:39:17,99.59
154821,23886,2092,LinkedIn,2019-01-16 01:44:35,94.69
179288,32430,3643,Agency,2019-01-16 02:18:54,78.18
199513,91000,3587,Referral,2019-01-16 02:53:10,37.99
146116,63015,6217,LinkedIn,2019-01-16 02:54:56,46.66
119615,83713,2877,LinkedIn,2019-01-16 03:15:29,49.63
47574,83553,6282,Naukri,2019-01-16 03:17:17,42.89
245736,28302,4865,Company Site,2019-01-16 03:34:10,42.24
247594,84423,2064,Naukri,2019-01-16 03:35:19,3.09
34356,27066,6747,Referral,2019-01-16 03:36:46,81.8
263589,3783,4844,Indeed,2019-01-16 03:42:08,22.26
194633,37076,6482,LinkedIn,2019-01-16 03:45:54,76.04
235748,81654,5591,LinkedIn,2019-01-16 03:50:56,59.79
140377,74271,5358,LinkedIn,2019-01-16 04:00:52,44.62
146075,58053,6992,Agency,2019-01-16 04:25:09,52.81
281594,39095,8557,Naukri,2019-01-16 04:34:37,51.94
396543,62127,8246,Indeed,2019-01-16 04:36:31,95.53
175052,63348,4479,LinkedIn,2019-01-16 04:46:18,45.92
154522,91170,4788,LinkedIn,2019-01-16 04:51:12,26.77
327838,12961,8788,LinkedIn,2019-01-16 04:51:40,37.63
240786,12758,1711,LinkedIn,2019-01-16 05:01:09,57.18
150468,67594,1931,Naukri,2019-01-16 05:11:09,35.57
44055,74034,9572,Naukri,2019-01-16 05:15:33,81.17
222477,82549,3834,LinkedIn,2019-01-16 05:20:08,41.33
192935,76116,235,LinkedIn,2019-01-16 05:27:08,96.97
343342,50625,3425,Company Site,2019-01-16 05:30:33,66.28
145164,15669,4348,Referral,2019-01-16 05:33:18,55.33
86134,82349,9318,Naukri,2019-01-16 05:33:48,79.78
336503,10265,5771,LinkedIn,2019-01-16 05:43:27,44.29
295420,40699,8173,Indeed,2019-01-16 05:53:33,18.55
98627,74654,7236,Referral,2019-01-16 06:21:02,94.74
334360,95008,4959,LinkedIn,2019-01-16 06:25:14,95.35
239647,53801,139,LinkedIn,2019-01-16 06:38:49,35.83
39138,88217,8525,LinkedIn,2019-01-16 06:41:40,54.82
12820,20567,9159,Referral,2019-01-16 06:43:18,70.61
130899,86233,3852,Indeed,2019-01-16 07:00:08,40.34
129586,3038,9648,LinkedIn,2019-01-16 07:00:39,45.72
71126,19542,9886,Referral,2019-01-16 07:00:51,38.03
104028,15396,6669,Indeed,2019-01-16 07:11:08,47.21
232750,10540,7530,Indeed,2019-01-16 07:23:28,78.19
377151,26256,6163,Company Site,2019-01-16 07:31:04,47.74
185501,47735,7580,LinkedIn,2019-01-16 07:45:45,84.83
265746,44158,9375,LinkedIn,2019-01-16 07:56:45,35.04
30122,54317,5733,Naukri,2019-01-16 08:06:27,45.08
179661,77468,7202,LinkedIn,2019-01-16 08:10:12,64.35
301133,58866,1152,Indeed,2019-01-16 08:36:43,5.96
198311,51386,207,Naukri,2019-01-16 08:37:16,95.81
393076,83033,1516,LinkedIn,2019-01-16 08:59:02,21.34
309403,82266,8202,Indeed,2019-01-16 09:24:55,86.48
6783,90087,8618,Naukri,2019-01-16 09:29:50,21.72
44389,64953,3485,LinkedIn,2019-01-16 09:44:22,6.95
378149,86200,2773,LinkedIn,2019-01-16 09:50:37,72.16
171411,33936,2515,LinkedIn,2019-01-16 10:40:39,4.79
398046,80782,8934,Indeed,2019-01-16 10:55:29,68.79
279220,28134,8853,Campus,2019-01-16 11:17:27,16.8
183537,13539,5831,LinkedIn,2019-01-16 11:24:24,15.14
286008,61733,6237,Indeed,2019-01-16 11:25:55,36.6
348905,35868,4101,Agency,2019-01-16 11:34:49,15.9
22435,15619,9804,Referral,2019-01-16 11:38:05,99.73
156684,3980,3977,LinkedIn,2019-01-16 11:42:51,35.51
12419,13526,196,Naukri,2019-01-16 11:44:07,36.96
54047,26684,9657,LinkedIn,2019-01-16 11:51:10,85.55
241351,20148,5902,LinkedIn,2019-01-16 11:51:23,54.45
297497,32607,9542,LinkedIn,2019-01-16 11:57:25,8.97
241778,8568,2334,LinkedIn,2019-01-16 11:58:54,71.98
351976,94709,8312,Indeed,2019-01-16 12:05:49,18.24
293924,38993,2837,LinkedIn,2019-01-16 12:07:47,73.21
306863,73660,5052,Indeed,2019-01-16 12:21:54,6.89
108388,49239,5492,Indeed,2019-01-16 12:29:20,11.68
71941,24635,8943,Indeed,2019-01-16 12:30:16,20.22
327591,68546,6871,Indeed,2019-01-16 12:36:32,65.72
102155,18527,3749,LinkedIn,2019-01-16 12:54:52,85.66
286225,95790,6452,Agency,2019-01-16 12:57:53,44.17
78495,18941,2980,Indeed,2019-01-16 13:01:11,5.5
58705,41786,4990,Referral,2019-01-16 13:02:18,78.87
270880,13716,220,Naukri,2019-01-16 13:03:34,30.97
184775,30287,1864,Naukri,2019-01-16 13:05:18,67.98
70031,9121,7769,Naukri,2019-01-16 13:19:24,98.89
7348,49019,2033,Campus,2019-01-16 13:29:57,30.12
377267,25597,4966,Indeed,2019-01-16 13:36:11,90.27
270074,20086,2493,Referral,2019-01-16 13:49:07,25.85
38154,52378,8271,Campus,2019-01-16 14:02:41,92.19
224866,53888,1220,LinkedIn,2019-01-16 14:05:39,82.69
64180,74621,8229,LinkedIn,2019-01-16 14:16:51,82.33
308093,60743,9476,Naukri,2019-01-16 14:19:16,36.07
134417,36428,1660,LinkedIn,2019-01-16 14:20:58,81.16
336523,52364,7722,Campus,2019-01-16 14:24:53,67.59
257646,10088,8735,LinkedIn,2019-01-16 14:27:18,43.38
294314,74641,3236,Naukri,2019-01-16 14:33:39,96.33
6793,61425,1516,Naukri,2019-01-16 14:39:26,59.79
245909,45530,307,LinkedIn,2019-01-16 14:44:53,58.78
185221,71316,9982,LinkedIn,2019-01-16 14:45:15,20.22
44390,83819,7165,LinkedIn,2019-01-16 14:45:26,59.4
62742,87881,7456,Naukri,2019-01-16 14:47:22,64.41
393195,78540,9452,Campus,2019-01-16 15:08:41,19.29
85951,14326,9690,Naukri,2019-01-16 15:20:23,38.47
393744,78862,8873,Naukri,2019-01-16 15:48:54,84.81
124031,85239,6926,Naukri,2019-01-16 15:49:32,8.42
130065,54397,4129,LinkedIn,2019-01-16 15:57:04,35.92
75709,87230,9170,Naukri,2019-01-16 16:02:48,8.26
239169,84807,6919,LinkedIn,2019-01-16 16:09:40,14.82
227535,29392,2463,Naukri,2019-01-16 16:28:59,8.51
345990,62647,4106,Naukri,2019-01-16 16:45:06,93.11
229406,9344,331,Indeed,2019-01-16 16:55:06,56.06
338978,65782,5091,Indeed,2019-01-16 17:09:42,48.83
20569,36745,3604,Referral,2019-01-16 17:11:43,71.49
240420,22382,3046,Company Site,2019-01-16 17:18:06,48.34
93223,53672,1368,Twitter,2019-01-16 17:21:32,47.8
278890,68021,1191,Naukri,2019-01-16 17:22:59,88.24
62861,81629,2320,Naukri,2019-01-16 17:23:32,7.79
340506,41174,2784,LinkedIn,2019-01-16 17:26:08,35.84
189089,84573,3007,Naukri,2019-01-16 17:26:28,68.76
220084,2635,971,Campus,2019-01-16 17:30:58,70.58
68175,21017,8451,LinkedIn,2019-01-16 17:39:53,72.37
377093,42677,2375,Company Site,2019-01-16 17:44:16,62.99
178430,35484,5101,LinkedIn,2019-01-16 17:52:51,42.73
273397,84257,3589,Company Site,2019-01-16 17:54:04,88.04
320288,17639,7710,LinkedIn,2019-01-16 17:55:08,42.21
322921,57429,3568,Naukri,2019-01-16 17:59:57,93.74
276495,96793,1081,Indeed,2019-01-16 18:06:40,44.83
226229,11554,2133,Indeed,2019-01-16 18:10:35,2.24
84407,76013,7744,LinkedIn,2019-01-16 18:20:52,20.55
354767,88215,8658,Company Site,2019-01-16 18:39:29,8.05
314664,8973,152,Naukri,2019-01-16 18:49:01,40.08
164546,74212,5609,Indeed,2019-01-16 18:53:09,89.03
277587,65054,1406,LinkedIn,2019-01-16 18:54:33,36.09
99344,40074,4939,Indeed,2019-01-16 19:11:14,88.28
118202,2246,997,Naukri,2019-01-16 19:19:25,45.43
392525,44503,9143,LinkedIn,2019-01-16 19:35:44,33.65
357277,87055,8641,Naukri,2019-01-16 19:42:19,85.43
384668,37217,9673,LinkedIn,2019-01-16 19:48:09,44.75
120501,54872,3672,LinkedIn,2019-01-16 19:48:44,7.66
158516,58239,3133,LinkedIn,2019-01-16 19:52:05,81.94
328145,10981,9047,LinkedIn,2019-01-16 19:52:12,13.11
311281,16320,1420,LinkedIn,2019-01-16 20:10:41,14.01
64487,34141,1867,LinkedIn,2019-01-16 20:19:05,75.3
92499,14662,3885,Company Site,2019-01-16 20:27:33,42.67
322263,3374,2400,LinkedIn,2019-01-16 20:36:14,41.87
78830,56636,1905,Naukri,2019-01-16 20:36:53,9.13
391141,56953,8827,LinkedIn,2019-01-16 20:40:17,24.77
81768,6237,3153,LinkedIn,2019-01-16 20:45:37,41.79
56838,43834,325,LinkedIn,2019-01-16 20:48:45,15.6
227153,39907,7735,Naukri,2019-01-16 20:57:50,67.11
69787,44742,6389,Naukri,2019-01-16 20:58:04,27.28
96345,85204,5970,LinkedIn,2019-01-16 21:07:06,52.46
233794,67208,2639,Indeed,2019-01-16 21:10:41,5.07
176039,44638,4065,Campus,2019-01-16 21:12:08,13.38
373035,32638,5412,LinkedIn,2019-01-16 21:44:40,34.6
161120,16297,271,LinkedIn,2019-01-16 22:00:15,90.27
205099,21550,2608,Agency,2019-01-16 22:03:03,17.5
288768,98590,6825,LinkedIn,2019-01-16 22:04:34,40.47
329359,61808,5013,Indeed,2019-01-16 22:04:37,39.11
388032,19642,9406,LinkedIn,2019-01-16 22:21:13,25.91
257976,89971,587,LinkedIn,2019-01-16 22:23:34,88.79
161799,73489,8262,Naukri,2019-01-16 22:45:21,94.28
20790,643,1188,Naukri,2019-01-16 23:03:28,13.93
13481,4870,5851,LinkedIn,2019-01-16 23:12:17,12.13
79624,87286,6946,Naukri,2019-01-16 23:20:34,78.27
172724,27361,7660,LinkedIn,2019-01-16 23:32:25,51.36
290307,96575,1536,Indeed,2019-01-16 23:45:43,26.07
179457,34033,9573,Indeed,2019-01-16 23:54:21,13.67
151902,17448,2722,Naukri,2019-01-17 00:26:30,17.0
53151,40357,2332,Indeed,2019-01-17 00:27:37,69.25
56465,62647,2852,LinkedIn,2019-01-17 00:35:52,64.41
220690,27220,4847,Naukri,2019-01-17 00:41:15,78.96
102468,52614,928,LinkedIn,2019-01-17 00:47:51,23.95
64014,77703,7838,LinkedIn,2019-01-17 00:52:18,47.45
161996,22000,6539,Naukri,2019-01-17 01:20:35,4.51
232148,61590,8299,Referral,2019-01-17 01:43:05,5.86
72323,19901,3815,LinkedIn,2019-01-17 01:49:54,27.86
279538,58515,7204,Campus,2019-01-17 01:53:18,64.3
71808,15119,111,LinkedIn,2019-01-17 01:53:50,2.69
142009,50176,5621,Indeed,2019-01-17 01:54:09,43.83
281835,70364,6548,LinkedIn,2019-01-17 02:13:36,67.28
236715,25828,8283,Naukri,2019-01-17 02:15:56,44.08
103851,4453,4151,Campus,2019-01-17 02:16:01,64.63
221786,29315,221,Naukri,2019-01-17 02:32:37,2.23
383467,37328,3651,LinkedIn,2019-01-17 02:40:01,72.42
122970,85692,3337,Referral,2019-01-17 02:48:07,46.88
235635,29202,7374,LinkedIn,2019-01-17 02:53:38,94.74
19604,71596,3956,Kaggle,2019-01-17 03:07:10,61.55
317575,55702,9017,Naukri,2019-01-17 03:11:06,24.39
185433,29214,2135,Naukri,2019-01-17 03:36:19,1.03
168746,79421,7968,Agency,2019-01-17 03:38:28,11.27
200580,74269,7551,Indeed,2019-01-17 03:40:34,30.2
36239,40028,89,Naukri,2019-01-17 03:44:52,53.44
31916,89050,6769,Indeed,2019-01-17 03:47:12,10.29
206955,95184,5058,Naukri,2019-01-17 03:54:31,55.66
219254,36019,8883,LinkedIn,2019-01-17 03:59:12,6.63
169907,69432,2708,LinkedIn,2019-01-17 04:49:54,63.2
71589,17543,4994,Naukri,2019-01-17 04:54:04,61.75
221923,21054,1939,LinkedIn,2019-01-17 05:00:45,67.06
264329,29892,4148,Indeed,2019-01-17 05:13:31,95.84
245714,20499,6231,Indeed,2019-01-17 05:21:59,80.97
330926,14607,6416,Indeed,2019-01-17 05:24:51,39.59
185319,41959,2371,LinkedIn,2019-01-17 05:40:30,88.3
128808,29933,1275,Referral,2019-01-17 05:51:15,92.51
329329,74981,9103,Naukri,2019-01-17 05:51:23,38.15
146345,92552,716,Naukri,2019-01-17 06:06:23,26.87
8800,76439,5439,LinkedIn,2019-01-17 06:09:42,77.36
364745,40915,3791,LinkedIn,2019-01-17 06:16:47,25.5
387103,81801,1025,LinkedIn,2019-01-17 06:17:56,50.79
34351,4546,6768,Indeed,2019-01-17 06:19:18,97.0
117697,72971,8813,Naukri,2019-01-17 06:27:10,78.49
389660,76189,2276,Naukri,2019-01-17 06:29:04,25.76
15299,2690,5547,Indeed,2019-01-17 06:35:27,28.95
192475,25343,2823,Indeed,2019-01-17 06:55:21,75.27
399809,28013,4346,Twitter,2019-01-17 07:15:25,8.93
209712,24537,5515,LinkedIn,2019-01-17 07:21:30,50.79
279211,71330,5788,Indeed,2019-01-17 07:22:01,94.26
158676,47288,6109,LinkedIn,2019-01-17 07:22:25,44.05
97812,5627,3270,Naukri,2019-01-17 07:27:52,70.43
207794,47568,5791,Indeed,2019-01-17 07:28:50,11.72
209730,31675,6987,Company Site,2019-01-17 07:38:09,84.9
273217,80168,387,LinkedIn,2019-01-17 07:39:00,69.67
343262,83237,6162,Agency,2019-01-17 07:55:52,93.91
146144,94712,268,Naukri,2019-01-17 07:59:28,58.27
150802,19790,2095,Naukri,2019-01-17 08:08:22,29.07
227791,93072,4467,Indeed,2019-01-17 08:14:58,6.38
363232,70628,1429,LinkedIn,2019-01-17 08:25:37,20.02
68375,68848,7550,Campus,2019-01-17 08:44:36,63.91
246660,82688,205,Indeed,2019-01-17 08:53:38,6.9
68388,96396,390,Indeed,2019-01-17 09:01:22,8.94
121494,56905,8222,Indeed,2019-01-17 09:32:20,66.37
206331,35766,7144,LinkedIn,2019-01-17 09:35:42,92.26
69239,35814,8321,LinkedIn,2019-01-17 09:38:37,60.89
100613,77734,2823,LinkedIn,2019-01-17 09:40:10,43.51
259219,67450,7992,Indeed,2019-01-17 09:53:01,17.37
9078,22197,5341,LinkedIn,2019-01-17 09:55:52,74.42
207805,8373,8439,Referral,2019-01-17 10:15:13,17.25
315609,46769,537,Indeed,2019-01-17 10:23:20,79.97
238567,62696,93,LinkedIn,2019-01-17 10:30:57,64.84
384665,60056,565,Indeed,2019-01-17 10:41:24,95.07
4203,39277,8145,Company Site,2019-01-17 10:52:05,10.28
339982,8393,3996,LinkedIn,2019-01-17 11:22:48,95.38
325975,96263,3010,Campus,2019-01-17 11:24:16,39.04
337213,34654,4800,Naukri,2019-01-17 11:32:22,84.84
36691,7766,7165,Naukri,2019-01-17 11:38:39,48.84
88033,75617,4245,Indeed,2019-01-17 11:43:21,4.75
146572,37257,7661,Naukri,2019-01-17 11:43:32,24.6
113630,68108,1536,LinkedIn,2019-01-17 12:14:53,55.18
24714,58008,372,Naukri,2019-01-17 12:25:47,33.28
317416,41907,8815,LinkedIn,2019-01-17 13:17:30,67.78
242535,92189,8332,Company Site,2019-01-17 13:17:32,10.63
163670,70752,4221,Referral,2019-01-17 13:33:40,51.35
9798,63372,9158,LinkedIn,2019-01-17 13:34:27,64.69
219276,66849,7438,Referral,2019-01-17 13:37:54,1.85
395147,41669,9749,Company Site,2019-01-17 13:38:07,56.93
370833,98954,9496,Indeed,2019-01-17 13:41:32,97.27
366317,66581,8710,Indeed,2019-01-17 14:04:36,99.5
41067,6203,9936,LinkedIn,2019-01-17 14:15:27,29.66
191137,27665,8218,Referral,2019-01-17 14:24:41,2.41
366719,70469,5088,Indeed,2019-01-17 14:27:18,25.65
264633,97143,33,Referral,2019-01-17 14:42:10,35.48
16750,78305,3514,Naukri,2019-01-17 14:52:49,66.32
343722,39277,4691,Referral,2019-01-17 14:52:54,43.63
198467,40525,5032,LinkedIn,2019-01-17 14:53:40,88.44
82362,19960,8856,Naukri,2019-01-17 15:05:47,22.73
182578,14849,8472,Referral,2019-01-17 15:18:14,91.47
107039,2127,5143,LinkedIn,2019-01-17 15:18:33,41.6
329235,26303,756,LinkedIn,2019-01-17 15:18:47,42.78
175303,1833,640,Referral,2019-01-17 15:19:15,87.14
45997,21700,580,Naukri,2019-01-17 15:20:20,42.49
