employee_id,review_period,rating,promotion_reco_score,kudos_received
124,2022-01-01,4,0.11,8
124,2024-01-01,3,0.37,1
124,2020-01-01,4,0.59,13
125,2025-04-01,3,0.15,0
125,2023-04-01,3,0.22,14
126,2019-07-01,3,0.83,6
126,2022-01-01,4,0.08,14
126,2021-07-01,3,0.57,12
126,2023-04-01,3,0.76,7
127,2019-10-01,3,0.7,9
127,2021-07-01,2,0.56,6
128,2024-10-01,2,0.74,4
128,2021-10-01,4,0.62,1
128,2023-07-01,4,0.06,1
128,2019-07-01,4,0.33,11
129,2020-10-01,5,0.03,3
129,2024-04-01,5,0.05,4
129,2022-07-01,3,0.56,5
130,2020-07-01,3,0.59,2
130,2019-10-01,4,0.5,0
130,2024-10-01,2,0.78,9
130,2019-07-01,4,0.12,6
131,2022-10-01,5,0.95,0
131,2025-10-01,3,0.63,3
132,2020-07-01,3,0.95,3
132,2022-01-01,5,0.46,7
132,2022-10-01,3,0.29,12
133,2024-04-01,2,0.26,13
133,2021-07-01,4,0.51,10
133,2020-01-01,3,0.26,9
134,2024-04-01,2,0.94,6
134,2022-07-01,4,0.56,11
134,2022-10-01,4,0.36,6
135,2022-04-01,4,0.77,9
136,2024-01-01,3,0.18,0
137,2022-04-01,1,0.51,5
137,2020-01-01,4,0.04,10
137,2020-04-01,3,0.29,8
138,2020-01-01,5,0.27,2
139,2020-01-01,3,0.52,11
139,2025-10-01,2,0.04,8
139,2022-01-01,5,0.99,5
140,2022-10-01,4,0.14,10
141,2019-10-01,4,0.58,4
141,2024-10-01,5,0.45,10
141,2022-10-01,5,0.41,8
141,2020-10-01,2,0.88,7
142,2022-10-01,3,0.8,14
142,2024-07-01,3,0.98,8
142,2025-07-01,3,0.74,4
143,2022-10-01,2,0.19,8
143,2024-10-01,3,0.49,6
144,2023-10-01,1,0.42,7
144,2019-10-01,4,0.26,2
145,2023-04-01,5,0.85,14
145,2021-07-01,5,0.97,0
145,2020-04-01,2,0.52,10
145,2025-10-01,3,0.05,7
146,2023-10-01,4,0.3,12
146,2023-01-01,2,0.4,11
146,2021-07-01,4,0.94,14
146,2023-07-01,4,0.56,1
146,2021-01-01,3,0.17,13
147,2020-04-01,2,0.82,2
147,2019-10-01,1,0.17,9
147,2019-07-01,3,0.46,11
148,2022-10-01,4,0.8,11
148,2020-07-01,2,0.67,1
148,2022-07-01,3,0.63,8
149,2021-07-01,4,0.87,14
149,2020-07-01,5,0.84,11
150,2022-07-01,4,0.91,11
151,2023-01-01,3,0.84,11
151,2022-10-01,4,0.3,12
151,2023-10-01,3,0.57,10
152,2020-10-01,5,0.61,0
152,2021-01-01,4,0.29,12
152,2024-04-01,4,0.29,2
153,2021-04-01,5,0.09,0
154,2023-10-01,5,0.19,5
154,2019-10-01,3,0.47,2
155,2020-10-01,5,0.89,14
155,2022-01-01,4,0.26,13
155,2025-04-01,4,0.84,10
155,2024-04-01,2,0.68,14
155,2020-04-01,3,0.54,9
156,2025-04-01,4,0.23,10
156,2023-07-01,2,0.22,4
156,2021-10-01,4,0.9,13
156,2020-07-01,2,0.14,14
156,2021-01-01,1,0.76,6
157,2021-01-01,2,0.14,10
157,2023-01-01,4,0.53,1
157,2022-04-01,3,0.32,13
158,2022-07-01,3,0.81,8
159,2021-07-01,3,0.32,13
159,2019-10-01,1,0.25,7
160,2024-10-01,4,0.13,9
160,2025-04-01,4,0.01,8
160,2021-04-01,4,0.72,11
160,2020-01-01,2,0.54,8
160,2022-07-01,4,0.58,2
161,2023-07-01,1,0.8,0
161,2020-07-01,4,0.31,11
162,2023-01-01,3,0.49,14
162,2023-07-01,4,0.81,10
162,2025-04-01,4,0.04,0
162,2024-01-01,4,0.51,0
162,2020-01-01,5,0.89,5
163,2024-07-01,1,0.53,7
164,2024-10-01,2,0.05,9
164,2025-04-01,3,0.43,7
164,2021-01-01,4,0.23,14
164,2020-01-01,4,0.76,13
165,2023-01-01,2,0.86,11
165,2023-07-01,3,0.07,0
165,2021-04-01,3,0.0,1
165,2020-04-01,4,0.45,10
166,2020-04-01,2,0.6,11
166,2025-04-01,3,0.01,9
167,2021-04-01,4,0.04,12
168,2021-10-01,4,0.2,3
168,2023-10-01,3,0.78,5
168,2022-07-01,3,0.67,10
168,2024-01-01,5,0.74,4
169,2021-04-01,3,0.8,5
169,2022-01-01,4,0.2,14
169,2021-07-01,3,0.48,8
169,2020-10-01,3,0.09,0
169,2019-10-01,1,0.52,6
170,2020-10-01,3,0.38,3
170,2021-10-01,3,0.85,12
171,2020-01-01,4,0.42,9
171,2025-07-01,3,0.61,2
171,2023-10-01,4,0.97,5
171,2024-07-01,4,0.76,12
171,2020-10-01,3,0.09,4
172,2022-04-01,4,0.19,4
173,2022-04-01,4,0.97,4
173,2021-10-01,4,0.78,14
173,2020-10-01,4,0.77,10
173,2023-07-01,3,0.82,7
173,2024-01-01,3,0.49,1
174,2021-04-01,1,0.71,4
175,2022-04-01,1,0.02,14
175,2020-10-01,3,0.22,9
175,2021-07-01,4,0.82,6
175,2023-01-01,4,0.36,14
175,2019-10-01,3,0.82,4
176,2021-07-01,5,0.36,13
176,2023-01-01,4,0.22,6
177,2019-07-01,5,0.27,1
178,2022-01-01,1,0.24,1
178,2023-01-01,3,0.06,10
178,2024-10-01,3,0.72,1
178,2023-10-01,3,0.67,14
178,2025-10-01,3,0.2,4
179,2022-01-01,3,0.2,5
179,2023-10-01,1,0.62,12
179,2020-04-01,4,0.72,9
180,2023-01-01,5,0.66,13
180,2025-07-01,2,0.25,14
181,2024-10-01,3,0.67,8
181,2023-04-01,2,0.67,2
182,2021-01-01,5,0.64,7
182,2022-07-01,2,0.65,13
182,2023-04-01,2,0.64,9
183,2025-10-01,4,0.22,3
184,2025-10-01,3,0.03,5
184,2024-10-01,1,0.74,2
185,2024-04-01,5,0.73,4
185,2019-10-01,4,0.37,4
185,2023-10-01,3,0.86,3
185,2023-01-01,3,0.54,4
186,2020-10-01,2,0.13,0
186,2021-10-01,5,0.69,5
186,2025-10-01,4,0.6,13
186,2020-07-01,2,0.66,10
187,2023-07-01,3,0.05,9
187,2025-01-01,5,0.99,0
187,2021-07-01,3,0.52,9
188,2024-07-01,5,0.65,14
188,2022-07-01,5,0.25,3
188,2021-07-01,3,0.38,13
189,2025-01-01,3,0.14,12
189,2020-10-01,3,0.33,8
189,2021-07-01,5,0.68,11
189,2023-01-01,5,0.16,5
189,2023-10-01,4,0.45,13
190,2022-01-01,5,0.38,9
190,2020-07-01,5,0.61,5
191,2022-10-01,3,0.52,4
191,2020-04-01,3,0.82,10
191,2024-04-01,4,0.96,7
191,2024-10-01,3,0.85,1
192,2021-01-01,3,0.25,10
192,2020-10-01,3,0.92,6
192,2024-04-01,3,0.37,5
192,2020-01-01,3,0.01,10
192,2025-10-01,3,0.58,8
193,2024-04-01,4,0.24,6
193,2023-01-01,4,0.75,5
193,2025-01-01,3,0.85,14
193,2022-10-01,2,0.95,9
193,2025-04-01,1,0.36,8
194,2019-07-01,3,0.51,1
194,2025-04-01,4,0.15,10
194,2023-01-01,2,0.75,11
194,2022-10-01,1,0.02,7
194,2025-01-01,3,0.88,8
195,2023-04-01,3,0.04,2
195,2020-04-01,4,0.25,3
195,2024-01-01,4,0.83,3
196,2024-04-01,2,0.91,9
196,2020-04-01,2,0.26,8
196,2023-04-01,4,0.07,4
197,2022-01-01,4,0.45,4
198,2023-04-01,5,0.26,0
198,2020-10-01,4,0.92,13
198,2025-10-01,4,0.02,8
199,2021-07-01,3,0.96,5
199,2023-01-01,2,0.86,9
199,2022-04-01,3,0.83,8
199,2019-07-01,3,0.89,0
200,2020-07-01,4,0.26,8
200,2023-10-01,1,0.53,6
200,2023-01-01,1,0.36,6
200,2023-07-01,5,0.1,9
200,2021-01-01,5,0.49,6
201,2025-01-01,5,0.21,11
201,2019-10-01,5,0.04,5
201,2022-04-01,4,0.72,2
201,2024-07-01,2,0.69,12
202,2019-07-01,3,0.3,9
203,2023-10-01,5,0.92,11
203,2022-10-01,5,0.76,4
203,2025-10-01,5,0.48,6
203,2022-01-01,3,0.39,0
203,2020-01-01,3,0.49,1
204,2021-01-01,3,0.12,14
204,2024-07-01,4,0.2,4
204,2024-04-01,4,0.39,8
204,2021-04-01,2,0.06,7
205,2021-07-01,1,0.98,14
205,2019-07-01,5,0.69,14
205,2022-10-01,5,0.5,14
205,2023-07-01,4,0.57,1
206,2023-07-01,2,0.53,12
206,2021-04-01,5,0.15,13
206,2021-07-01,3,0.95,13
206,2025-01-01,2,0.39,14
206,2022-04-01,2,0.05,10
207,2024-04-01,1,0.52,11
208,2020-10-01,4,0.33,13
208,2020-07-01,3,0.14,8
208,2019-10-01,3,0.22,1
208,2025-04-01,5,0.36,12
208,2022-07-01,2,0.79,4
209,2025-07-01,5,0.02,7
209,2025-04-01,4,0.39,12
210,2022-07-01,4,0.7,2
210,2025-10-01,4,0.77,8
210,2021-04-01,3,0.12,10
210,2020-07-01,4,0.78,4
211,2019-10-01,3,0.41,10
211,2021-07-01,2,0.97,14
211,2023-04-01,4,0.59,14
211,2021-04-01,4,0.04,8
212,2021-04-01,3,0.42,5
213,2024-04-01,5,0.6,11
213,2022-04-01,3,0.85,8
213,2022-01-01,3,0.12,0
213,2020-10-01,5,0.54,3
214,2024-01-01,3,0.15,12
215,2021-04-01,4,0.55,9
215,2019-10-01,1,0.03,10
215,2022-07-01,1,0.57,8
215,2023-04-01,3,0.27,7
215,2023-01-01,3,0.86,8
216,2025-07-01,3,0.4,0
216,2024-04-01,4,0.16,9
216,2021-07-01,3,0.46,1
216,2024-07-01,4,0.63,5
216,2022-04-01,3,0.39,8
217,2025-07-01,3,0.24,7
217,2023-01-01,2,0.62,4
217,2023-04-01,4,0.85,11
218,2024-07-01,4,0.55,14
218,2023-01-01,3,0.62,7
218,2023-04-01,3,0.65,13
218,2022-04-01,3,0.89,14
218,2025-10-01,4,0.15,8
219,2022-01-01,5,0.7,5
219,2022-07-01,3,0.4,6
219,2025-04-01,5,0.25,4
219,2025-10-01,4,0.44,8
219,2023-01-01,3,0.4,9
220,2024-07-01,4,0.57,3
221,2021-07-01,5,0.89,14
222,2020-04-01,5,0.01,14
222,2022-10-01,1,0.26,11
223,2025-04-01,4,0.36,3
224,2024-07-01,5,0.38,2
224,2019-10-01,4,0.62,14
224,2022-01-01,4,0.98,5
224,2020-01-01,4,0.62,2
225,2021-07-01,3,0.98,3
225,2020-07-01,3,0.97,2
226,2023-04-01,2,0.58,9
226,2022-10-01,4,0.64,2
226,2023-10-01,3,0.18,13
226,2024-07-01,3,0.05,2
227,2023-07-01,1,0.41,11
227,2025-10-01,5,0.88,11
227,2023-01-01,5,0.87,2
227,2021-01-01,5,0.44,7
228,2023-04-01,3,0.12,4
229,2019-07-01,1,0.78,13
229,2024-04-01,4,0.45,0
229,2023-01-01,4,0.7,11
229,2022-01-01,4,0.53,6
230,2021-01-01,5,0.12,10
230,2023-10-01,1,0.85,6
230,2020-04-01,3,0.7,12
230,2023-07-01,3,0.12,14
230,2025-01-01,3,0.78,1
231,2022-07-01,2,0.94,11
231,2023-10-01,1,0.42,5
231,2019-07-01,4,0.73,13
231,2020-04-01,3,0.75,10
232,2023-10-01,3,0.97,6
232,2025-10-01,2,0.47,4
232,2021-04-01,4,0.85,6
232,2019-07-01,3,0.57,1
232,2021-07-01,4,0.01,0
233,2024-10-01,1,0.41,13
233,2023-04-01,3,0.55,8
234,2020-10-01,4,0.17,6
235,2022-04-01,1,0.79,8
235,2021-07-01,5,0.24,7
235,2024-01-01,3,0.08,10
236,2024-04-01,4,0.88,5
236,2022-10-01,2,0.34,5
236,2021-07-01,2,0.79,6
236,2020-07-01,4,0.91,6
237,2024-07-01,3,0.54,0
237,2021-04-01,3,0.35,2
237,2021-10-01,3,0.55,6
238,2021-07-01,3,0.66,1
238,2019-10-01,1,0.73,9
238,2023-07-01,3,0.78,12
238,2019-07-01,2,0.44,14
239,2022-01-01,4,0.5,0
240,2019-07-01,5,0.36,4
241,2024-04-01,3,0.01,11
241,2022-10-01,2,0.32,3
241,2021-07-01,5,0.99,7
241,2023-07-01,3,0.36,0
241,2025-07-01,4,0.61,8
242,2021-04-01,2,0.33,12
242,2021-10-01,4,0.4,14
242,2022-04-01,3,0.76,13
242,2020-10-01,5,0.79,2
243,2019-07-01,5,0.15,1
243,2022-04-01,4,0.85,9
243,2020-10-01,4,0.35,6
243,2022-01-01,4,1.0,10
244,2022-10-01,3,0.68,2
244,2025-04-01,4,0.58,12
244,2020-04-01,3,0.9,11
245,2023-04-01,3,0.1,14
245,2023-10-01,4,0.84,10
245,2024-01-01,3,0.5,7
246,2024-01-01,3,0.46,14
246,2024-07-01,5,0.1,12
246,2021-04-01,3,0.12,2
246,2021-10-01,3,0.5,7
246,2023-01-01,3,0.63,6
247,2023-07-01,4,0.88,12
248,2022-04-01,2,0.34,12
249,2021-07-01,1,0.88,6
249,2022-01-01,2,0.8,5
250,2021-01-01,3,0.69,11
250,2023-07-01,2,0.97,1
250,2023-10-01,5,0.58,4
250,2025-01-01,4,0.48,10
251,2024-04-01,3,0.08,3
251,2025-07-01,4,0.81,11
252,2021-07-01,4,0.66,6
252,2021-01-01,2,0.66,5
252,2022-10-01,2,0.87,13
253,2024-01-01,3,0.51,3
253,2023-10-01,4,0.38,11
253,2024-10-01,5,0.09,5
253,2020-04-01,3,0.97,1
254,2023-04-01,4,0.69,0
254,2022-10-01,2,0.97,10
255,2022-07-01,3,0.53,8
255,2023-10-01,3,0.53,8
255,2021-07-01,1,0.5,13
255,2025-04-01,2,0.21,11
256,2019-07-01,5,0.31,13
256,2025-07-01,4,0.47,3
256,2024-01-01,4,0.98,1
256,2023-10-01,2,0.78,6
257,2023-07-01,5,0.36,2
258,2024-10-01,3,0.03,2
258,2021-10-01,4,0.94,11
258,2023-10-01,3,0.26,3
258,2022-07-01,3,0.13,9
259,2024-10-01,2,0.51,10
260,2020-07-01,2,0.54,14
260,2022-10-01,3,0.83,8
260,2025-04-01,2,0.45,10
260,2023-07-01,1,0.37,6
261,2024-01-01,3,0.25,11
261,2024-04-01,5,0.42,1
261,2019-10-01,4,0.59,12
261,2020-04-01,3,0.45,8
262,2022-10-01,2,0.25,8
262,2019-07-01,4,0.74,12
262,2025-07-01,4,0.23,10
262,2023-10-01,4,0.04,1
262,2024-04-01,4,0.35,10
263,2020-10-01,4,0.59,4
264,2024-04-01,4,0.31,3
264,2022-07-01,3,0.04,8
265,2025-10-01,4,0.8,14
265,2025-01-01,5,0.77,1
266,2025-04-01,3,0.79,4
266,2023-10-01,4,0.51,0
266,2022-04-01,3,0.59,14
267,2020-04-01,5,0.03,3
267,2024-01-01,5,0.71,1
267,2019-10-01,3,0.34,0
267,2024-07-01,3,0.52,6
268,2024-07-01,4,0.17,8
269,2025-04-01,4,0.32,14
269,2022-07-01,4,0.82,1
270,2023-04-01,2,0.5,8
271,2021-01-01,3,0.72,6
271,2022-10-01,5,0.87,11
271,2022-01-01,3,1.0,8
271,2020-01-01,4,0.47,1
271,2025-10-01,4,0.65,14
272,2020-10-01,4,0.38,13
272,2022-07-01,2,0.67,13
272,2019-07-01,4,0.3,1
272,2025-07-01,4,0.54,12
273,2024-07-01,4,0.19,10
274,2024-10-01,3,0.02,13
275,2024-10-01,3,0.41,10
275,2023-07-01,4,0.42,8
