candidate_id,skill
200,Airflow
201,Spark
201,Git
201,Snowflake
201,DAX
202,TensorFlow
202,LightGBM
202,XGBoost
202,Databricks
203,Redshift
203,MLOps
203,Spark
204,NLP
204,A/B Testing
204,C++
204,Time Series
205,NLP
205,LLM
205,Feature Engineering
206,Pandas
206,LLM
206,Computer Vision
207,PostgreSQL
207,Python
207,NLP
207,LangChain
207,Excel
208,A/B Testing
208,Redshift
208,MLOps
208,Excel
208,Airflow
209,Looker
209,Java
209,SHAP
209,Model Monitoring
210,Kubernetes
210,Linux
210,Tableau
210,LangChain
210,Statistics
211,NLP
211,LLM
211,SQL
211,A/B Testing
211,LangChain
212,Streamlit
212,Computer Vision
212,RAG
212,Git
213,Pandas
213,DAX
213,SHAP
213,Model Monitoring
214,Redshift
214,Java
214,MLOps
214,NLP
214,SHAP
215,Pandas
215,PostgreSQL
215,Java
215,PyTorch
216,AWS
216,NoSQL
216,Excel
217,AWS
217,ETL
217,MLOps
217,Pandas
218,XGBoost
218,Spark
218,Snowflake
219,Scikit-learn
219,ETL
219,XGBoost
219,RAG
220,Reinforcement Learning
220,DAX
220,Feature Engineering
221,GCP
221,Kubernetes
221,LangChain
221,TensorFlow
222,MLOps
222,NumPy
222,Computer Vision
222,Scala
222,R
223,Linux
223,SQL
223,SHAP
223,Airflow
224,Databricks
224,Model Monitoring
224,Azure
224,Python
225,Git
225,PyTorch
225,Tableau
225,Statistics
226,Azure
226,Kubernetes
226,PyTorch
226,SHAP
226,SQL
226,A/B Testing
227,Reinforcement Learning
227,Redshift
227,SHAP
227,Python
227,Kubernetes
228,TensorFlow
228,Docker
228,PostgreSQL
228,LangChain
229,Git
229,AWS
229,Feature Engineering
229,PyTorch
229,GCP
230,LangChain
230,Java
230,C++
230,LightGBM
230,Scala
230,Computer Vision
231,TensorFlow
231,LightGBM
231,MLOps
231,PyTorch
231,Time Series
231,Pandas
232,RAG
232,NoSQL
232,NLP
232,PyTorch
232,Reinforcement Learning
233,GCP
233,Excel
233,Python
233,Java
233,Azure
234,Time Series
234,SHAP
234,Azure
234,Tableau
234,Kubernetes
235,Data Warehousing
235,SQL
235,Hadoop
235,Computer Vision
235,Linux
235,Statistics
236,Kubernetes
236,ETL
236,Statistics
237,Redshift
237,DAX
237,Java
237,XGBoost
238,XGBoost
238,PowerBI
238,A/B Testing
238,GCP
239,MLOps
239,Scala
239,ETL
240,Hadoop
240,Docker
240,ETL
240,Azure
241,Streamlit
241,Git
241,Excel
241,SQL
241,Linux
241,Feature Engineering
242,R
242,DAX
242,Snowflake
242,NoSQL
242,Azure
242,RAG
243,Looker
243,Git
243,AWS
243,Airflow
243,LLM
244,Snowflake
244,Databricks
244,Airflow
244,Time Series
244,Pandas
244,AWS
245,Model Monitoring
245,Time Series
245,Statistics
245,MLOps
246,Kubernetes
246,Time Series
246,Hadoop
247,Azure
247,Hadoop
247,NLP
247,LangChain
247,RAG
247,R
248,Streamlit
248,SQL
248,PowerBI
248,LLM
248,Time Series
249,Redshift
249,Pandas
249,LLM
250,Git
250,AWS
250,NumPy
250,Airflow
250,Computer Vision
250,Scala
251,Computer Vision
251,Data Warehousing
251,ETL
251,Linux
252,Statistics
252,Scala
252,Scikit-learn
252,NoSQL
252,A/B Testing
253,Pandas
253,Hadoop
253,NumPy
253,Databricks
254,Spark
254,Snowflake
254,PyTorch
254,Java
255,NLP
255,MLOps
255,R
255,Scala
255,AWS
256,AWS
256,Model Monitoring
256,Azure
257,Feature Engineering
257,Hadoop
257,R
257,Time Series
258,Redshift
258,GCP
258,ETL
258,SQL
259,NumPy
259,SQL
259,TensorFlow
260,PostgreSQL
260,Feature Engineering
260,Hadoop
260,NumPy
260,Scala
261,SQL
261,AWS
261,Model Monitoring
261,ETL
261,PostgreSQL
262,Statistics
262,AWS
262,SHAP
262,Git
263,Data Warehousing
263,Reinforcement Learning
263,Computer Vision
264,Reinforcement Learning
264,A/B Testing
264,LLM
264,XGBoost
265,Reinforcement Learning
265,Kubernetes
265,TensorFlow
265,MLOps
266,Airflow
266,Linux
266,PyTorch
266,Snowflake
267,MLOps
267,NLP
267,LightGBM
268,Python
268,Redshift
268,Kubernetes
269,NLP
269,Docker
269,Reinforcement Learning
270,Hadoop
270,XGBoost
270,PyTorch
270,Azure
270,PowerBI
270,Git
271,Statistics
271,XGBoost
271,Linux
271,Python
271,Tableau
272,Looker
272,Scikit-learn
272,Computer Vision
273,Spark
273,Databricks
273,Scala
273,Snowflake
274,NumPy
274,R
274,PowerBI
274,A/B Testing
274,Statistics
275,PostgreSQL
275,NLP
275,Model Monitoring
275,Redshift
275,Looker
276,NoSQL
276,GCP
276,R
276,Model Monitoring
276,MLOps
276,Java
277,Feature Engineering
277,Scala
277,Looker
277,LangChain
278,SQL
278,PostgreSQL
278,GCP
278,Streamlit
278,Databricks
278,XGBoost
279,XGBoost
279,Redshift
279,Git
279,Model Monitoring
279,NumPy
279,NoSQL
280,C++
280,Airflow
280,Pandas
280,Redshift
280,LightGBM
281,Airflow
281,Computer Vision
281,PowerBI
281,Docker
281,Git
281,Snowflake
282,Spark
282,R
282,Time Series
283,Hadoop
283,NLP
283,Time Series
283,LangChain
283,PostgreSQL
283,GCP
284,A/B Testing
284,RAG
284,Hadoop
284,Azure
285,Java
285,Time Series
285,Snowflake
285,Pandas
286,LightGBM
286,Streamlit
286,Redshift
286,TensorFlow
287,PowerBI
287,Databricks
287,DAX
287,Airflow
287,GCP
288,PowerBI
288,TensorFlow
288,Excel
288,PyTorch
288,Time Series
289,TensorFlow
289,R
289,Reinforcement Learning
290,Linux
290,PostgreSQL
290,Excel
290,MLOps
290,LangChain
291,TensorFlow
291,Looker
291,Feature Engineering
291,PowerBI
292,NumPy
292,Python
292,Reinforcement Learning
293,Hadoop
293,Statistics
293,DAX
293,GCP
294,XGBoost
294,Looker
294,PowerBI
294,Streamlit
295,Data Warehousing
295,LangChain
295,R
295,Scikit-learn
295,Looker
296,PyTorch
296,Azure
296,PowerBI
296,DAX
296,Docker
296,Looker
297,NumPy
297,Spark
297,LLM
297,Pandas
298,Azure
298,Snowflake
298,NoSQL
298,Computer Vision
298,LangChain
299,A/B Testing
299,Statistics
299,Streamlit
299,DAX
299,PowerBI
300,C++
300,Databricks
300,MLOps
300,SQL
300,DAX
301,Time Series
301,Computer Vision
301,PyTorch
301,SHAP
301,Git
302,Tableau
302,Java
302,Looker
303,PostgreSQL
303,Computer Vision
303,Kubernetes
303,NumPy
304,Snowflake
304,TensorFlow
304,DAX
304,LightGBM
304,Looker
305,Scala
305,A/B Testing
305,PowerBI
305,Redshift
305,C++
306,Python
306,Reinforcement Learning
306,Excel
306,Tableau
306,TensorFlow
306,SQL
307,LLM
307,MLOps
307,PyTorch
307,Pandas
307,TensorFlow
308,LangChain
308,SQL
308,Time Series
308,Linux
309,Reinforcement Learning
309,Spark
309,Statistics
309,NLP
309,A/B Testing
310,C++
310,Data Warehousing
310,DAX
311,SQL
311,SHAP
311,Spark
311,Streamlit
311,Databricks
311,Scala
312,Java
312,Snowflake
312,Redshift
312,Model Monitoring
312,Pandas
313,TensorFlow
313,R
313,Scala
313,Snowflake
314,Git
314,Airflow
314,AWS
314,PostgreSQL
314,Excel
314,Data Warehousing
315,Kubernetes
315,NoSQL
315,Excel
315,Git
315,Java
315,R
316,NumPy
316,C++
316,DAX
316,AWS
317,TensorFlow
317,Git
317,Azure
318,MLOps
318,Linux
318,Pandas
319,Time Series
319,Git
319,Snowflake
319,LangChain
319,TensorFlow
320,Scala
320,Streamlit
320,TensorFlow
320,NumPy
320,Kubernetes
321,Docker
321,SHAP
321,Airflow
321,RAG
322,SQL
322,ETL
322,A/B Testing
322,Pandas
322,C++
323,Hadoop
323,SHAP
323,Redshift
323,RAG
324,Data Warehousing
324,Scikit-learn
324,SQL
324,TensorFlow
324,C++
324,RAG
325,XGBoost
325,Spark
325,C++
325,TensorFlow
325,RAG
326,Pandas
326,Azure
326,Linux
326,Kubernetes
327,PowerBI
327,Docker
327,Redshift
327,Computer Vision
328,Data Warehousing
328,LLM
328,Azure
328,PowerBI
328,Feature Engineering
329,NLP
329,SHAP
329,LangChain
329,Spark
329,Data Warehousing
329,Feature Engineering
330,SQL
330,Time Series
330,Hadoop
331,MLOps
331,TensorFlow
331,R
332,XGBoost
332,Airflow
332,Scikit-learn
333,Tableau
333,Scala
333,Snowflake
334,Databricks
334,Snowflake
334,LLM
334,Scala
335,Airflow
335,Tableau
335,Model Monitoring
335,Streamlit
336,GCP
336,PowerBI
336,AWS
336,Reinforcement Learning
337,DAX
337,LLM
337,Databricks
337,Spark
338,Data Warehousing
338,Time Series
338,Statistics
339,PowerBI
339,DAX
339,NumPy
339,Redshift
339,LightGBM
340,LightGBM
340,C++
340,PowerBI
340,Git
341,NoSQL
341,Streamlit
341,Looker
341,Git
342,Java
342,GCP
342,Statistics
342,Reinforcement Learning
342,Kubernetes
342,LangChain
343,Data Warehousing
343,Scala
343,Model Monitoring
343,SQL
343,Pandas
344,Pandas
344,TensorFlow
344,Redshift
344,Reinforcement Learning
345,Hadoop
345,R
345,Tableau
345,Feature Engineering
345,A/B Testing
346,GCP
346,Model Monitoring
346,RAG
346,Computer Vision
347,C++
347,Looker
347,PowerBI
347,Tableau
347,NoSQL
348,Excel
348,Data Warehousing
348,Scikit-learn
349,Git
349,LangChain
349,Looker
349,XGBoost
350,NumPy
350,Hadoop
350,Feature Engineering
350,RAG
351,TensorFlow
351,GCP
351,PyTorch
352,MLOps
352,SQL
352,LangChain
353,PyTorch
353,Streamlit
353,C++
353,A/B Testing
354,NoSQL
354,Computer Vision
354,LLM
354,Azure
354,Git
355,PyTorch
355,Azure
355,Snowflake
355,Time Series
355,MLOps
355,ETL
356,PostgreSQL
356,AWS
356,Time Series
356,Scala
356,Kubernetes
357,PyTorch
357,Redshift
357,Java
358,Feature Engineering
358,LLM
358,Spark
359,Model Monitoring
359,A/B Testing
359,Git
359,SQL
359,Databricks
360,A/B Testing
360,Airflow
360,Docker
360,Data Warehousing
360,NumPy
361,PowerBI
361,PyTorch
361,Feature Engineering
361,R
361,Hadoop
362,Scala
362,NoSQL
362,PowerBI
362,SQL
362,LLM
363,Excel
363,R
363,C++
364,SHAP
364,XGBoost
364,C++
364,Model Monitoring
364,DAX
365,LangChain
365,Hadoop
365,Spark
365,Airflow
365,GCP
366,Databricks
366,LLM
366,Azure
366,Python
366,NLP
366,XGBoost
367,GCP
367,SHAP
367,PowerBI
368,PostgreSQL
368,Excel
368,Spark
368,DAX
369,Azure
369,Data Warehousing
369,SQL
370,Spark
370,SQL
370,AWS
370,Kubernetes
370,A/B Testing
370,Scala
371,NLP
371,NoSQL
371,LangChain
371,Hadoop
372,Data Warehousing
372,R
372,Looker
372,Hadoop
373,PyTorch
373,Hadoop
373,NLP
373,LightGBM
373,PostgreSQL
374,DAX
374,Data Warehousing
374,LangChain
374,Python
375,TensorFlow
375,SQL
375,PostgreSQL
375,RAG
376,NumPy
376,Excel
376,Azure
376,Docker
377,Tableau
377,Docker
377,MLOps
378,Python
378,Azure
378,Pandas
378,Snowflake
379,Statistics
379,LangChain
379,NumPy
380,GCP
380,PostgreSQL
380,Spark
380,Tableau
381,GCP
381,PyTorch
381,Scikit-learn
381,MLOps
382,Git
382,PostgreSQL
382,Azure
382,NumPy
383,PowerBI
383,LightGBM
383,Hadoop
383,SHAP
383,LLM
384,NLP
384,NoSQL
384,Linux
384,PyTorch
384,Airflow
385,Kubernetes
385,Model Monitoring
385,DAX
385,Azure
385,C++
386,Kubernetes
386,Linux
386,C++
386,Time Series
386,DAX
387,PowerBI
387,Databricks
387,Spark
388,NumPy
388,Reinforcement Learning
388,AWS
389,Azure
389,Kubernetes
389,Pandas
389,SHAP
390,NumPy
390,NoSQL
390,Hadoop
390,Git
391,SHAP
391,Model Monitoring
391,Databricks
391,Scikit-learn
391,Excel
392,LangChain
392,Docker
392,Databricks
392,Git
392,Computer Vision
393,SQL
393,Scala
393,GCP
393,R
394,TensorFlow
394,ETL
394,Statistics
394,Looker
394,Time Series
394,NoSQL
395,Data Warehousing
395,Linux
395,Feature Engineering
395,Computer Vision
395,Python
396,NumPy
396,ETL
396,Statistics
396,SQL
396,Python
397,AWS
397,Python
397,Statistics
397,Databricks
397,Scikit-learn
397,Spark
398,AWS
398,SHAP
398,Airflow
398,LangChain
399,Tableau
399,Python
399,Data Warehousing
400,TensorFlow
400,Snowflake
400,Hadoop
401,Snowflake
401,LangChain
401,Statistics
401,Python
401,Looker
401,SHAP
402,RAG
402,LightGBM
402,SHAP
402,LLM
402,DAX
403,LangChain
403,Hadoop
403,Pandas
403,Scala
403,R
404,Computer Vision
404,Streamlit
404,NumPy
405,Databricks
405,Excel
405,R
405,GCP
406,Redshift
406,AWS
406,Git
406,Data Warehousing
406,Databricks
406,RAG
407,SQL
407,PyTorch
407,Hadoop
407,Time Series
407,R
407,Feature Engineering
408,Looker
408,Scala
408,R
408,NLP
408,DAX
409,MLOps
409,PowerBI
409,Azure
409,NumPy
409,Time Series
410,LangChain
410,GCP
410,Redshift
410,Feature Engineering
411,Redshift
411,Model Monitoring
411,R
411,Feature Engineering
411,PowerBI
412,Looker
412,Reinforcement Learning
412,Scala
412,Streamlit
413,XGBoost
413,PostgreSQL
413,Java
413,Azure
413,PowerBI
414,Hadoop
414,Pandas
414,Tableau
414,Model Monitoring
414,NumPy
414,PyTorch
415,MLOps
415,C++
415,Pandas
415,TensorFlow
415,SQL
416,Computer Vision
416,TensorFlow
416,Scala
416,R
416,Tableau
416,ETL
417,Airflow
417,Model Monitoring
417,Hadoop
417,Redshift
417,MLOps
418,LLM
418,DAX
418,Looker
418,Feature Engineering
418,RAG
419,Hadoop
419,Linux
419,Redshift
419,Databricks
419,LangChain
419,Streamlit
420,Databricks
420,Redshift
420,Statistics
420,Java
421,Docker
421,Spark
421,NumPy
421,Feature Engineering
421,Airflow
421,Hadoop
422,DAX
422,R
422,NumPy
422,XGBoost
422,A/B Testing
422,C++
423,A/B Testing
423,Statistics
423,LLM
423,Scikit-learn
423,Python
423,Kubernetes
424,SHAP
424,Tableau
424,GCP
424,Computer Vision
425,R
425,Kubernetes
425,Snowflake
425,Model Monitoring
425,Scala
425,Redshift
426,Tableau
426,Python
426,Spark
426,Statistics
427,LightGBM
427,Hadoop
427,Looker
427,TensorFlow
427,Pandas
428,Statistics
428,Excel
428,Redshift
428,AWS
428,NumPy
429,Scikit-learn
429,MLOps
429,DAX
429,PowerBI
429,Looker
429,Data Warehousing
430,RAG
430,Docker
430,Java
431,Docker
431,Pandas
431,Looker
431,GCP
431,Spark
431,Excel
432,Reinforcement Learning
432,SHAP
432,RAG
432,Airflow
